nameLabel	nameLang	count	count_male	count_female	count_other	count_undefined	prevalent_gender	confidence	nameLabel_count	dummy	normalization_factor
Emmanuel	mul	3859	3112	13	0	734	male	0.98646	1	x	3.2851
Oskar	mul	3856	3716	2	0	138	male	0.99824	1	x	3.2851
Monika	mul	3855	1	3252	0	602	female	0.99991	1	x	3.2851
Lawrence	en	3823	3058	13	0	753	male	0.98623	1	x	3.2851
R.	mul	3794	3056	270	28	440	male	0.76958	1	x	3.2851
Olga	mul	3791	3	3730	0	58	female	0.99976	1	x	3.2851
Willem	mul	3784	3532	2	0	250	male	0.99814	1	x	3.2851
Alejandro	mul	3782	2947	2	0	835	male	0.99778	1	x	3.2851
Jeremy	mul	3781	2830	2	1	948	male	0.99733	1	x	3.2851
Howard	en	3771	3176	14	0	582	male	0.98573	1	x	3.2851
Kathleen	en	3761	13	2981	0	768	female	0.99867	1	x	3.2851
Josep	ca	3759	3507	2	0	250	male	0.99813	1	x	3.2851
Marian	mul	3759	2338	1176	0	246	female	0.62298	1	x	3.2851
Luca	mul	3754	2863	53	0	839	male	0.94267	1	x	3.2851
Pieter	mul	3752	3424	2	0	326	male	0.99808	1	x	3.2851
Jens	mul	3740	3737	1	0	2	male	0.99912	1	x	3.2851
Eleanor	mul	3735	14	3594	3	126	female	0.99856	1	x	3.2851
Rolf	mul	3734	3710	0	0	24	male	1.0	1	x	3.2851
Nathan	mul	3715	2680	2	1	1033	male	0.99718	1	x	3.2851
Petra	mul	3714	6	3183	0	525	female	0.99943	1	x	3.2851
Herman	mul	3713	3496	1	1	216	male	0.99878	1	x	3.2851
Jean-Paul	mul	3698	3506	4	0	188	male	0.99627	1	x	3.2851
Irene	mul	3696	6	3683	0	8	female	0.9995	1	x	3.2851
Roy	mul	3692	3190	4	0	498	male	0.9959	1	x	3.2851
Michele	mul	3680	2264	569	0	851	male	0.54776	1	x	3.2851
Tadeusz	pl	3671	3668	0	0	3	male	1.0	1	x	3.2851
Cristina	mul	3669	8	2593	1	1067	female	0.99894	1	x	3.2851
たかし	ja	3666	3363	0	0	303	male	1.0	1	x	3.2851
Joel	mul	3635	2890	5	0	740	male	0.99435	1	x	3.2851
Will	mul	3634	3260	8	0	366	male	0.992	1	x	3.2851
Neil	mul	3612	2751	1	0	860	male	0.99881	1	x	3.2851
Stefano	mul	3602	3104	1	1	496	male	0.99862	1	x	3.2851
Karin	mul	3596	20	3360	2	214	female	0.99801	1	x	3.2851
Marek	mul	3595	3515	2	0	78	male	0.99813	1	x	3.2851
Stanislav	mul	3594	3291	1	0	302	male	0.999	1	x	3.2851
Станислав	mul	3594	3291	1	0	302	male	0.999	1	x	3.2851
Florian	mul	3584	2693	4	0	887	male	0.99514	1	x	3.2851
Gilbert	mul	3580	3359	3	0	218	male	0.99707	1	x	3.2851
Clara	mul	3573	9	3047	0	521	female	0.9991	1	x	3.2851
José María	es	3572	3564	0	0	8	male	1.0	1	x	3.2851
Axel	mul	3571	3260	4	0	307	male	0.99599	1	x	3.2851
Magdalena	mul	3564	5	2978	0	581	female	0.99949	1	x	3.2851
Sean	mul	3560	2532	8	0	1020	male	0.98973	1	x	3.2851
Manfred	mul	3545	3205	0	1	339	male	0.99969	1	x	3.2851
Jakub	mul	3539	3193	0	0	346	male	1.0	1	x	3.2851
Stephan	mul	3532	2786	1	1	744	male	0.99846	1	x	3.2851
Konrad	mul	3528	3289	0	0	239	male	1.0	1	x	3.2851
Bert	mul	3526	3290	6	2	228	male	0.99344	1	x	3.2851
Carmen	mul	3517	86	2447	0	985	female	0.98941	1	x	3.2851
Leslie	mul	3513	2138	731	2	643	female	0.52878	1	x	3.2851
Edgar	en	3498	3087	0	0	411	male	1.0	1	x	3.2851
Michał	pl	3498	3463	3	0	32	male	0.99716	1	x	3.2851
Martina	mul	3492	6	2867	1	618	female	0.99926	1	x	3.2851
Dirk	mul	3491	2964	3	0	524	male	0.99669	1	x	3.2851
Ladislav	mul	3487	3262	0	0	225	male	1.0	1	x	3.2851
Игорь	mul	3486	3482	0	0	4	male	1.0	1	x	3.2851
Craig	mul	3481	2761	6	0	714	male	0.99291	1	x	3.2851
Leon	mul	3479	3123	6	1	349	male	0.99341	1	x	3.2851
Nils	mul	3479	3154	2	1	324	male	0.99761	1	x	3.2851
Krzysztof	pl	3476	3475	1	0	0	male	0.99906	1	x	3.2851
Юрий	mul	3474	3471	2	0	1	male	0.99811	1	x	3.2851
Пётр	mul	3471	3470	0	0	1	male	1.0	1	x	3.2851
Dieter	mul	3469	3235	0	0	234	male	1.0	1	x	3.2851
Евгений	ru	3458	3270	0	0	188	male	1.0	1	x	3.2851
Isabella	mul	3443	8	3432	2	2	female	0.99911	1	x	3.2851
Lorenzo	mul	3440	3026	3	0	411	male	0.99675	1	x	3.2851
Frédéric	mul	3426	3108	3	0	315	male	0.99684	1	x	3.2851
Isabelle	mul	3411	20	2868	1	523	female	0.99778	1	x	3.2851
Harald	mul	3391	3009	3	0	379	male	0.99674	1	x	3.2851
Clare	mul	3386	206	2488	0	692	female	0.97542	1	x	3.2851
Federico	mul	3385	2906	2	0	477	male	0.99774	1	x	3.2851
Brad	mul	3382	2962	4	0	416	male	0.99558	1	x	3.2851
Michal	mul	3366	2613	62	0	691	male	0.92769	1	x	3.2851
Xavier	mul	3357	2867	9	1	480	male	0.98945	1	x	3.2851
Grace	mul	3351	15	2752	2	582	female	0.99812	1	x	3.2851
E.	mul	3348	2368	598	30	352	male	0.54281	1	x	3.2851
Sven	mul	3343	2845	7	1	490	male	0.99164	1	x	3.2851
Allan	mul	3338	2928	5	1	404	male	0.99408	1	x	3.2851
Katharina	mul	3337	13	2707	0	617	female	0.99854	1	x	3.2851
Tobias	mul	3327	2497	2	0	828	male	0.99738	1	x	3.2851
István	mul	3320	3229	2	0	89	male	0.99797	1	x	3.2851
Alfredo	mul	3311	2988	1	0	322	male	0.9989	1	x	3.2851
Angelo	mul	3309	3063	1	0	245	male	0.99893	1	x	3.2851
Greg	mul	3308	2884	1	0	423	male	0.99886	1	x	3.2851
Per	mul	3299	2990	1	0	308	male	0.9989	1	x	3.2851
Stuart	mul	3297	2607	16	0	674	male	0.98024	1	x	3.2851
Boris	mul	3286	2552	4	0	730	male	0.99488	1	x	3.2851
Christophe	mul	3281	2860	1	0	420	male	0.99885	1	x	3.2851
Natalia	mul	3265	5	2198	2	1060	female	0.99903	1	x	3.2851
Henrik	mul	3257	2965	1	0	291	male	0.99889	1	x	3.2851
Francesca	mul	3251	5	2996	0	250	female	0.99949	1	x	3.2851
Gerard	mul	3239	2928	7	2	302	male	0.99154	1	x	3.2851
Ibrahim	mul	3237	3159	0	2	76	male	0.99937	1	x	3.2851
Hendrik	mul	3236	2937	0	0	299	male	1.0	1	x	3.2851
Armand	mul	3232	3092	0	0	140	male	1.0	1	x	3.2851
Héctor	mul	3218	2794	0	0	424	male	1.0	1	x	3.2851
Jacqueline	mul	3215	9	3204	0	2	female	0.99915	1	x	3.2851
Audrey	mul	3214	32	2402	2	784	female	0.99571	1	x	3.2851
Susanne	mul	3199	9	2644	0	546	female	0.99896	1	x	3.2851
Horst	mul	3193	3193	0	0	0	male	1.0	1	x	3.2851
Paulo	mul	3181	2194	3	0	984	male	0.99553	1	x	3.2851
Lucas	mul	3147	2334	4	0	809	male	0.9944	1	x	3.2851
Harriet	mul	3117	16	2959	0	142	female	0.99836	1	x	3.2851
László	mul	3115	3073	1	0	41	male	0.99893	1	x	3.2851
Jean-Marie	fr	3092	3076	4	0	12	male	0.99575	1	x	3.2851
Tomasz	mul	3086	3082	1	0	3	male	0.99894	1	x	3.2851
Louisa	mul	3075	7	2948	0	120	female	0.99928	1	x	3.2851
Jozef	mul	3070	2866	0	0	204	male	1.0	1	x	3.2851
Julio	es	3067	2661	2	0	404	male	0.99754	1	x	3.2851
Jenny	mul	3063	10	2943	3	108	female	0.99866	1	x	3.2851
Jesús	mul	3056	2533	11	0	512	male	0.98593	1	x	3.2851
Wojciech	pl	3040	3039	1	0	0	male	0.99892	1	x	3.2851
Al	en	3034	3020	2	0	12	male	0.99783	1	x	3.2851
Jimmy	mul	3033	2822	3	1	207	male	0.99617	1	x	3.2851
Stanley	en	3032	2662	3	0	368	male	0.99631	1	x	3.2851
Björn	mul	3028	2448	6	0	576	male	0.99201	1	x	3.2851
Helene	mul	3024	9	3015	0	1	female	0.99909	1	x	3.2851
Jessie	mul	3018	182	2474	0	364	female	0.9781	1	x	3.2851
Lee	mul	3017	2299	404	6	310	male	0.63295	1	x	3.2851
Claudio	mul	3013	2544	5	0	464	male	0.99358	1	x	3.2851
Sophia	mul	3010	12	2689	0	310	female	0.99864	1	x	3.2851
Vincenzo	it	3007	2766	1	0	240	male	0.99881	1	x	3.2851
Lewis	mul	3001	2665	14	1	321	male	0.98267	1	x	3.2851
Barry	mul	2992	2565	6	0	421	male	0.99237	1	x	3.2851
あきら	ja	2985	2736	111	0	138	male	0.8824	1	x	3.2851
Norbert	mul	2978	2733	0	0	245	male	1.0	1	x	3.2851
János	mul	2975	2893	2	0	80	male	0.99773	1	x	3.2851
Derek	mul	2970	2402	2	0	566	male	0.99727	1	x	3.2851
Ingrid	mul	2962	6	2952	0	5	female	0.99938	1	x	3.2851
József	mul	2962	2911	3	0	48	male	0.99663	1	x	3.2851
Rodrigo	mul	2962	2038	0	0	924	male	1.0	1	x	3.2851
חנה	he	2961	8	2312	0	641	female	0.99895	1	x	3.2851
Gérard	fr	2950	2887	0	0	63	male	1.0	1	x	3.2851
B.	mul	2946	1932	236	14	764	male	0.70996	1	x	3.2851
Arnaud	mul	2936	2924	4	0	8	male	0.99553	1	x	3.2851
Graham	mul	2916	2418	11	0	487	male	0.98528	1	x	3.2851
Vera	mul	2911	11	2326	0	574	female	0.99856	1	x	3.2851
Jeanne	mul	2907	10	2692	1	205	female	0.99876	1	x	3.2851
Artur	mul	2905	2753	0	0	152	male	1.0	1	x	3.2851
Hana	mul	2900	4	2660	0	236	female	0.99954	1	x	3.2851
Jake	mul	2896	2512	0	4	380	male	0.99841	1	x	3.2851
Maximilian	mul	2895	2550	3	0	342	male	0.99615	1	x	3.2851
Ursula	mul	2889	12	2715	0	162	female	0.99866	1	x	3.2851
Regina	mul	2884	14	2485	0	386	female	0.99829	1	x	3.2851
Eugen	mul	2881	2739	1	1	140	male	0.99844	1	x	3.2851
Terry	mul	2881	2312	199	1	369	male	0.77931	1	x	3.2851
Melissa	mul	2880	4	1676	0	1200	female	0.99927	1	x	3.2851
Thierry	mul	2876	2561	4	0	311	male	0.9949	1	x	3.2851
Éric	mul	2874	2856	0	0	18	male	1.0	1	x	3.2851
Eugene	en	2868	2260	7	0	601	male	0.98993	1	x	3.2851
Sabine	mul	2865	12	2302	1	552	female	0.99828	1	x	3.2851
Hanna	mul	2859	49	2523	1	286	female	0.994	1	x	3.2851
Petrus	mul	2858	2826	1	0	31	male	0.99884	1	x	3.2851
Eugène	fr	2857	2806	6	0	45	male	0.99302	1	x	3.2851
Emanuel	mul	2856	2664	1	0	191	male	0.99877	1	x	3.2851
Lauren	mul	2850	47	2524	1	278	female	0.99424	1	x	3.2851
Анатолий	mul	2848	2847	0	0	1	male	1.0	1	x	3.2851
Reginald piperno	en	2840	2731	2	0	107	male	0.9976	1	x	3.2851
Domenico	mul	2828	2808	0	0	20	male	1.0	1	x	3.2851
Siegfried	mul	2822	2639	2	0	181	male	0.99752	1	x	3.2851
Erika	mul	2813	9	2488	1	318	female	0.99878	1	x	3.2851
Deborah	mul	2810	6	2062	0	743	female	0.99912	1	x	3.2851
Moritz	mul	2810	2799	0	0	11	male	1.0	1	x	3.2851
Monica	mul	2803	4	1972	0	828	female	0.99938	1	x	3.2851
D.	mul	2796	2030	202	24	542	male	0.74699	1	x	3.2851
Suzanne	mul	2790	9	2248	1	532	female	0.99865	1	x	3.2851
Luke	mul	2777	2064	4	0	709	male	0.99367	1	x	3.2851
Jean-Luc	fr	2774	2600	2	0	172	male	0.99748	1	x	3.2851
Enrico	mul	2774	2757	0	0	17	male	1.0	1	x	3.2851
Emilio	mul	2772	2521	0	0	251	male	1.0	1	x	3.2851
Bernd	mul	2767	2456	0	0	311	male	1.0	1	x	3.2851
Leonardo	mul	2756	2743	0	0	13	male	1.0	1	x	3.2851
Fabio	mul	2753	2165	3	0	585	male	0.99547	1	x	3.2851
Alison	mul	2747	26	1843	1	877	female	0.99556	1	x	3.2851
たけし	ja	2736	2508	0	0	228	male	1.0	1	x	3.2851
Emilie	mul	2734	16	2554	0	165	female	0.9981	1	x	3.2851
Pauline	mul	2723	9	2379	0	335	female	0.99885	1	x	3.2851
Rob	mul	2722	2386	2	0	334	male	0.99725	1	x	3.2851
Billy	en	2718	2580	12	1	125	male	0.98457	1	x	3.2851
Pete	mul	2710	2578	0	0	132	male	1.0	1	x	3.2851
Gustavo	mul	2709	2691	0	0	18	male	1.0	1	x	3.2851
Berta	mul	2698	8	2623	0	67	female	0.99907	1	x	3.2851
Cecilia	mul	2679	7	2221	0	451	female	0.99904	1	x	3.2851
Vanessa	mul	2676	5	1747	0	924	female	0.99913	1	x	3.2851
P.	mul	2672	2240	176	8	250	male	0.79259	1	x	3.2851
Gottfried	mul	2668	2603	1	0	64	male	0.99874	1	x	3.2851
José Luis	es	2666	2666	0	0	0	male	1.0	1	x	3.2851
Kirsten	mul	2664	22	1824	2	816	female	0.99601	1	x	3.2851
Mohamed	mul	2662	2532	4	0	126	male	0.99484	1	x	3.2851
Carol	mul	2658	135	1847	1	676	female	0.97808	1	x	3.2851
Kazimierz	mul	2655	2644	1	1	9	male	0.99838	1	x	3.2851
Pamela	mul	2649	1	2043	1	604	female	0.9997	1	x	3.2851
Rose	mul	2647	39	2321	3	284	female	0.99452	1	x	3.2851
José Antonio	es	2640	2638	2	0	0	male	0.99752	1	x	3.2851
Günter	mul	2630	2401	0	0	229	male	1.0	1	x	3.2851
Nicola	mul	2615	2006	492	0	121	male	0.5538	1	x	3.2851
Ramón	es	2613	2430	2	0	181	male	0.9973	1	x	3.2851
Émile	mul	2610	2579	3	0	28	male	0.99619	1	x	3.2851
Alfonso	mul	2607	2324	1	0	282	male	0.99859	1	x	3.2851
Malcolm	mul	2594	2312	3	0	279	male	0.99576	1	x	3.2851
Elsa	mul	2591	3	2455	0	133	female	0.99963	1	x	3.2851
Gabriela	mul	2589	8	1824	0	759	female	0.99867	1	x	3.2851
Константин	mul	2584	2582	0	1	1	male	0.99961	1	x	3.2851
Marcelo	mul	2565	1736	0	0	829	male	1.0	1	x	3.2851
Giorgio	it	2564	2293	1	0	270	male	0.99857	1	x	3.2851
Auguste	mul	2563	2100	449	0	15	male	0.58741	1	x	3.2851
Fanny	mul	2561	20	2432	0	109	female	0.9975	1	x	3.2851
Jean-Marc	mul	2558	2378	6	0	174	male	0.99178	1	x	3.2851
Archibald	mul	2550	2488	2	0	60	male	0.99737	1	x	3.2851
Félix	mul	2544	2349	4	0	191	male	0.99444	1	x	3.2851
Theodore	en	2539	2072	21	0	446	male	0.96778	1	x	3.2851
Melanie	mul	2534	10	1808	2	715	female	0.99798	1	x	3.2851
Jean-Michel	fr	2530	2360	2	0	168	male	0.99722	1	x	3.2851
Frans	mul	2530	2355	1	0	174	male	0.99861	1	x	3.2851
Giancarlo	mul	2529	2316	0	0	213	male	1.0	1	x	3.2851
Paweł	pl	2529	2519	2	0	8	male	0.9974	1	x	3.2851
Beatrice	mul	2526	6	2341	0	179	female	0.99922	1	x	3.2851
Giacomo	mul	2519	2335	1	0	183	male	0.9986	1	x	3.2851
Andrés	es	2517	2118	0	0	399	male	1.0	1	x	3.2851
Erwin	mul	2515	2479	1	0	35	male	0.99868	1	x	3.2851
Rainer	mul	2506	2220	1	0	285	male	0.99852	1	x	3.2851
Marko	mul	2497	2199	1	0	297	male	0.99851	1	x	3.2851
K.	mul	2496	2052	254	12	178	male	0.70797	1	x	3.2851
Aleksander	mul	2495	2483	1	0	12	male	0.99868	1	x	3.2851
Gustaf	mul	2495	2452	0	0	43	male	1.0	1	x	3.2851
Miriam	mul	2495	8	1841	0	646	female	0.99868	1	x	3.2851
Natalie	mul	2488	2	1839	0	648	female	0.99967	1	x	3.2851
Władysław	pl	2488	2488	0	0	0	male	1.0	1	x	3.2851
Jamie	mul	2485	1464	399	2	620	male	0.52723	1	x	3.2851
Guillermo Ardohaín	es	2484	2087	0	0	397	male	1.0	1	x	3.2851
Russell	en	2482	1990	10	1	481	male	0.98327	1	x	3.2851
Danny	mul	2480	2191	17	1	271	male	0.97471	1	x	3.2851
Joannes	mul	2474	2420	1	0	53	male	0.99864	1	x	3.2851
Franciszek	mul	2473	2473	0	0	0	male	1.0	1	x	3.2851
Stéphane	mul	2466	2113	27	0	326	male	0.95971	1	x	3.2851
M.	mul	2464	1655	507	14	288	inconclusive		1	x	3.2851
Bryan	mul	2463	2433	0	0	30	male	1.0	1	x	3.2851
Gunnar	mul	2462	2275	1	0	186	male	0.99856	1	x	3.2851
Vicente	mul	2458	2452	0	0	6	male	1.0	1	x	3.2851
Carla	mul	2442	8	1734	0	701	female	0.9986	1	x	3.2851
Gene	en	2440	2334	36	0	70	male	0.95177	1	x	3.2851
Cornelis	mul	2433	2332	6	0	95	male	0.99162	1	x	3.2851
L.	mul	2420	1680	510	26	204	inconclusive		1	x	3.2851
Wayne	en	2415	2045	4	0	366	male	0.99362	1	x	3.2851
Elisa	mul	2411	18	1773	0	620	female	0.99692	1	x	3.2851
Matteo	mul	2404	1881	2	0	521	male	0.99652	1	x	3.2851
Edmond	mul	2402	2309	4	0	89	male	0.99434	1	x	3.2851
けんじ	ja	2400	2286	0	0	114	male	1.0	1	x	3.2851
Irena	mul	2397	2	2370	0	25	female	0.99974	1	x	3.2851
Fabrizio	mul	2392	1914	4	0	474	male	0.99318	1	x	3.2851
Fredrik	mul	2391	2194	0	0	197	male	1.0	1	x	3.2851
Henryk	mul	2391	2391	0	0	0	male	1.0	1	x	3.2851
Carolina	mul	2386	4	1517	0	865	female	0.9992	1	x	3.2851
Adriana	mul	2374	4	1929	0	441	female	0.99937	1	x	3.2851
Kyle	mul	2366	1479	32	0	855	male	0.93364	1	x	3.2851
Ferenc	hu	2359	2275	2	0	82	male	0.99712	1	x	3.2851
Dorothea	mul	2358	16	2263	1	78	female	0.99772	1	x	3.2851
Jörg	mul	2354	2058	1	0	295	male	0.99841	1	x	3.2851
Virginia	mul	2354	8	1951	0	395	female	0.99875	1	x	3.2851
Marguerite	mul	2353	8	2258	0	88	female	0.99892	1	x	3.2851
Lynn	mul	2344	600	1548	0	196	female	0.89447	1	x	3.2851
Jesse	mul	2343	1655	94	1	594	male	0.84233	1	x	3.2851
Ján	mul	2342	2221	2	0	119	male	0.99705	1	x	3.2851
Lucie	mul	2336	6	2053	0	277	female	0.99911	1	x	3.2851
Felipe	es	2334	1698	1	0	635	male	0.99807	1	x	3.2851
Maxime	mul	2334	2091	69	0	174	male	0.9022	1	x	3.2851
Karl-Heinz	mul	2324	2234	4	0	86	male	0.99415	1	x	3.2851
Jindřich	mul	2312	2242	0	0	70	male	1.0	1	x	3.2851
Santiago	es	2309	1951	2	1	355	male	0.99613	1	x	3.2851
Bertrand	mul	2298	2276	4	0	18	male	0.99426	1	x	3.2851
Zbigniew	mul	2297	2296	0	0	1	male	1.0	1	x	3.2851
Franco	mul	2296	2127	0	1	168	male	0.99953	1	x	3.2851
Ignacio	es	2292	1850	0	0	442	male	1.0	1	x	3.2851
Camilla	mul	2292	1	1530	0	761	female	0.9998	1	x	3.2851
Rosario	mul	2292	966	954	0	408	female	0.76439	1	x	3.2851
Denise	mul	2281	7	1669	0	606	female	0.99872	1	x	3.2851
Danielle	mul	2275	7	1409	1	859	female	0.99827	1	x	3.2851
Katarzyna	pl	2275	1	2274	0	0	female	0.99987	1	x	3.2851
Mariana	mul	2274	4	1451	0	819	female	0.99916	1	x	3.2851
Valerie	mul	2267	5	1819	0	443	female	0.99916	1	x	3.2851
Magnus	mul	2259	2015	1	0	243	male	0.99837	1	x	3.2851
Megan	mul	2252	3	1176	4	1069	female	0.99819	1	x	3.2851
Jean-Jacques	mul	2250	2234	0	0	16	male	1.0	1	x	3.2851
Chuck	en	2240	2180	0	4	56	male	0.99817	1	x	3.2851
Ángel	es	2233	2055	1	0	177	male	0.9984	1	x	3.2851
Betty	mul	2232	2	2075	1	154	female	0.99956	1	x	3.2851
Maciej	mul	2231	2226	0	0	5	male	1.0	1	x	3.2851
Susanna	mul	2226	3	1986	1	236	female	0.99939	1	x	3.2851
Camille	mul	2214	1017	776	2	420	female	0.71442	1	x	3.2851
Lou	mul	2214	1803	363	0	48	male	0.6019	1	x	3.2851
Marcin	mul	2207	2205	1	0	1	male	0.99851	1	x	3.2851
Pat	mul	2205	1657	394	3	151	male	0.56087	1	x	3.2851
Sofia	mul	2205	2	2172	1	30	female	0.99958	1	x	3.2851
ひろゆき	ja	2202	2037	3	0	162	male	0.99519	1	x	3.2851
Frederik	mul	2202	2059	0	0	143	male	1.0	1	x	3.2851
Henriette	mul	2200	7	2194	0	0	female	0.99903	1	x	3.2851
Brandon	mul	2197	1643	6	1	547	male	0.98755	1	x	3.2851
Anne-Marie	mul	2194	8	1940	0	246	female	0.99875	1	x	3.2851
Olivia	en	2191	11	1746	0	434	female	0.99809	1	x	3.2851
Ross	mul	2189	1686	9	0	494	male	0.98277	1	x	3.2851
Kristina	mul	2188	5	1604	0	579	female	0.99905	1	x	3.2851
Kathryn	mul	2187	3	1391	2	791	female	0.99891	1	x	3.2851
Valentina	mul	2187	5	1546	1	636	female	0.99882	1	x	3.2851
Lydia	mul	2170	3	1864	1	302	female	0.99935	1	x	3.2851
Ewa	mul	2165	4	2161	0	2	female	0.99944	1	x	3.2851
Filip	mul	2157	1902	0	0	254	male	1.0	1	x	3.2851
Sylvia	mul	2156	3	1839	0	314	female	0.9995	1	x	3.2851
Paola	mul	2153	6	1658	0	490	female	0.9989	1	x	3.2851
Kenny	mul	2148	1952	14	0	182	male	0.97698	1	x	3.2851
Ernesto	mul	2147	1944	2	0	201	male	0.99663	1	x	3.2851
Георгий	mul	2145	2128	1	0	16	male	0.99846	1	x	3.2851
Françoise	mul	2143	28	2046	0	69	female	0.99585	1	x	3.2851
まこと	ja	2136	1629	147	0	360	male	0.77134	1	x	3.2851
Yvonne	mul	2136	7	1806	0	323	female	0.99882	1	x	3.2851
Chad	mul	2134	1660	4	0	470	male	0.99215	1	x	3.2851
Irma	mul	2128	2	2124	0	2	female	0.99971	1	x	3.2851
Фёдор	mul	2128	2123	0	0	5	male	1.0	1	x	3.2851
Jay	mul	2110	1986	22	3	99	male	0.96348	1	x	3.2851
أحمد	ar	2108	2103	2	0	3	male	0.99689	1	x	3.2851
Reinhard	de	2097	2096	0	0	1	male	1.0	1	x	3.2851
Doris	mul	2097	17	1873	0	208	female	0.99724	1	x	3.2851
Constance	mul	2088	12	1980	0	96	female	0.99816	1	x	3.2851
Wendy	mul	2087	17	1511	0	559	female	0.99659	1	x	3.2851
Jacek	pl	2087	2084	1	0	2	male	0.99843	1	x	3.2851
Alicia	mul	2083	7	1590	1	485	female	0.99847	1	x	3.2851
Willi	mul	2080	2042	0	0	38	male	1.0	1	x	3.2851
F.	mul	2078	1726	152	20	180	male	0.7687	1	x	3.2851
Henrietta	mul	2070	2	2067	1	0	female	0.99956	1	x	3.2851
Fiona	mul	2069	2	2059	1	7	female	0.99956	1	x	3.2851
Kim	mul	2067	736	983	0	348	female	0.81439	1	x	3.2851
Arne	mul	2065	1827	4	0	234	male	0.99286	1	x	3.2851
Mathilde	mul	2064	5	1878	1	181	female	0.99903	1	x	3.2851
Samantha	mul	2058	11	1161	1	885	female	0.99686	1	x	3.2851
Duncan	mul	2051	1754	2	0	295	male	0.99627	1	x	3.2851
Günther	mul	2041	1932	0	0	109	male	1.0	1	x	3.2851
César	mul	2040	1782	0	0	258	male	1.0	1	x	3.2851
Ivo	mul	2037	1771	4	0	262	male	0.99263	1	x	3.2851
Lina	mul	2037	4	1599	0	434	female	0.99924	1	x	3.2851
Trevor	mul	2036	1686	6	2	342	male	0.98729	1	x	3.2851
Cynthia	mul	2035	5	1443	0	587	female	0.99895	1	x	3.2851
Todd	mul	2033	1519	2	1	511	male	0.99504	1	x	3.2851
Stan	mul	2030	1904	0	0	126	male	1.0	1	x	3.2851
Conrad	mul	2019	1916	0	0	103	male	1.0	1	x	3.2851
Doug	mul	2019	1908	3	0	109	male	0.99486	1	x	3.2851
Ted	mul	2015	1837	1	0	177	male	0.99821	1	x	3.2851
Uwe	mul	2014	1637	2	1	374	male	0.9954	1	x	3.2851
Annette	mul	2005	10	1664	0	331	female	0.99817	1	x	3.2851
Lucia	mul	2005	1	1979	1	24	female	0.99969	1	x	3.2851
Michaela	mul	2004	4	1664	0	336	female	0.99927	1	x	3.2851
Nikolaus	mul	1995	1830	0	0	165	male	1.0	1	x	3.2851
Mariano	mul	1992	1822	2	0	168	male	0.99641	1	x	3.2851
Nigel	mul	1991	1776	1	2	213	male	0.99703	1	x	3.2851
Gertrude	mul	1988	10	1949	0	29	female	0.99844	1	x	3.2851
Laurie	mul	1988	552	916	4	516	female	0.84405	1	x	3.2851
Lucien	mul	1981	1893	7	0	81	male	0.988	1	x	3.2851
Marius	mul	1963	1696	3	0	265	male	0.99422	1	x	3.2851
Salvatore	mul	1962	1671	0	0	291	male	1.0	1	x	3.2851
Veronika	mul	1959	2	1637	0	320	female	0.99963	1	x	3.2851
Олександр	uk	1954	1922	0	0	32	male	1.0	1	x	3.2851
Josephine	en	1953	3	1945	1	4	female	0.99937	1	x	3.2851
Lena	mul	1952	7	1577	0	369	female	0.99865	1	x	3.2851
Володимир	uk	1952	1914	0	0	38	male	1.0	1	x	3.2851
Валерий	mul	1950	1850	5	0	95	male	0.9912	1	x	3.2851
António	mul	1947	1720	2	0	225	male	0.99619	1	x	3.2851
Bedřich	cs	1941	1907	0	0	34	male	1.0	1	x	3.2851
Janusz	mul	1935	1934	0	0	1	male	1.0	1	x	3.2851
Renata	mul	1929	7	1340	0	583	female	0.99841	1	x	3.2851
Warren	mul	1929	1616	4	0	309	male	0.99193	1	x	3.2851
Franziska	mul	1926	4	1687	0	235	female	0.99928	1	x	3.2851
Anja	mul	1919	4	1483	0	433	female	0.99918	1	x	3.2851
Marion	mul	1919	224	1573	1	121	female	0.95828	1	x	3.2851
Agnieszka	pl	1919	1	1917	0	1	female	0.99984	1	x	3.2851
Karol	mul	1918	1867	22	0	29	male	0.96273	1	x	3.2851
Madeleine	mul	1916	8	1723	1	186	female	0.99841	1	x	3.2851
Renato	mul	1916	1506	1	0	409	male	0.99782	1	x	3.2851
Glenn	mul	1915	1500	8	0	407	male	0.98278	1	x	3.2851
Filippo	mul	1910	1704	0	0	206	male	1.0	1	x	3.2851
Diane	mul	1905	3	1479	1	422	female	0.99918	1	x	3.2851
György	hu	1904	1846	1	0	57	male	0.99822	1	x	3.2851
Sándor	mul	1904	1856	1	0	47	male	0.99823	1	x	3.2851
Tatiana	mul	1903	3	1093	0	807	female	0.99917	1	x	3.2851
Dean	en	1901	1831	8	0	62	male	0.98585	1	x	3.2851
Ivana	mul	1899	6	1839	0	54	female	0.99901	1	x	3.2851
Mauro	mul	1897	1536	2	0	359	male	0.99574	1	x	3.2851
Hans-Joachim	mul	1894	1792	0	0	102	male	1.0	1	x	3.2851
Luciano	mul	1889	1877	3	0	10	male	0.99478	1	x	3.2851
Ethel	mul	1887	13	1824	0	52	female	0.99784	1	x	3.2851
Magda	mul	1886	4	1602	0	280	female	0.99924	1	x	3.2851
Toni	mul	1880	1250	518	0	114	female	0.57651	1	x	3.2851
Ahmed	mul	1875	1711	5	0	159	male	0.99049	1	x	3.2851
